#{"t_start": 1702543938.3092763, "env_id": null}
r,l,t
574.93,91,12116.22468
579.42,79,12116.932532
576.08,82,12117.652511
591.41,84,12118.408538
580.61,88,12119.188549
587.69,79,12119.886249
575.43,76,12120.55621
592.08,83,12121.30084
557.5,113,12122.234102
598.48,70,12122.88397
584.05,75,12123.544629
584.1,81,12124.260755
583.08,72,12124.916901
557.9,113,12130.667132
590.68,85,12131.422816
544.69,103,12132.322309
578.95,88,12133.109578
585.69,67,12133.717239
579.19,91,12134.512286
565.54,96,12135.322962
584.24,78,12136.046032
584.8,81,12136.762426
514.45,150,12138.047916
583.52,80,12138.76963
584.47,75,12139.461976
580.58,85,12140.210367
579.82,75,12140.876301
568.46,83,12141.627174
585.24,83,12142.342165
585.56,75,12143.030514
608.82,87,12143.875485
602.74,78,12144.602486
589.54,81,12145.373533
597.06,81,12146.129205
588.38,79,12146.837506
586.76,82,12147.572075
585.71,69,12148.227451
562.64,89,12154.171991
590.4,79,12154.88707
593.65,80,12155.612222
571.6,87,12156.359556
592.21,80,12157.071469
583.37,79,12157.776141
572.77,88,12158.562683
560.65,73,12159.302789
591.87,79,12160.022876
569.8,93,12160.846028
566.36,79,12161.539451
582.08,91,12162.343736
603.81,84,12163.098408
558.34,88,12163.948879
580.23,86,12164.712557
611.26,87,12165.552136
583.03,82,12166.298716
590.77,79,12166.954805
569.26,103,12167.843602
580.57,83,12168.587468
574.47,85,12169.311801
569.75,100,12170.175399
565.86,80,12170.878337
568.65,100,12171.751906
595.99,82,12177.39037
589.82,80,12178.116524
585.28,74,12178.787647
590.2,76,12179.487837
582.19,80,12180.209771
587.82,87,12180.96005
580.15,92,12181.782627
570.38,76,12182.469171
576.88,94,12183.308788
593.1,77,12183.98594
594.16,87,12184.75524
603.97,92,12185.548124
591.38,75,12186.267807
584.31,83,12186.99921
586.76,85,12187.732678
583.97,69,12188.351573
572.51,86,12189.127571
581.38,87,12189.879013
584.92,86,12190.648416
585.62,82,12191.415128
594.69,72,12192.159547
581.32,83,12192.88105
588.62,72,12193.546308
591.11,84,12194.287279
591.52,84,12195.031748
586.22,79,12200.5497
569.46,85,12201.281321
570.53,92,12202.09418
585.28,89,12202.81767
546.08,97,12203.668455
569.31,94,12204.508664
576.91,83,12205.237114
598.31,90,12206.022098
578.33,83,12206.731143
585.96,84,12207.478402
581.46,79,12208.171071
575.91,99,12209.012366
571.1,86,12209.784014
587.75,75,12210.475345
566.69,92,12211.280696
573.87,83,12212.025153
581.8,90,12212.813288
589.67,82,12213.560241
587.75,85,12214.308143
567.29,82,12215.016878
577.03,96,12215.838953
576.09,78,12216.540329
509.08,106,12217.419565
568.16,98,12222.954217
582.84,76,12223.642516
608.58,82,12224.424719
575.89,89,12225.207028
572.93,85,12225.934929
503.21,105,12226.849239
546.24,99,12227.68734
590.52,121,12228.668286
593.58,80,12229.386508
532.99,93,12230.183302
576.15,96,12231.039956
560.85,93,12231.832428
574.41,92,12232.647007
585.95,87,12233.426939
587.23,74,12234.101341
562.52,106,12234.980117
597.25,89,12235.767924
578.32,110,12236.684093
591.58,101,12237.549889
591.89,73,12238.211089
546.54,95,12239.038217
576.72,90,12239.813062
585.25,78,12245.212516
581.16,79,12245.902238
573.79,86,12246.657548
597.68,86,12247.40553
574.55,100,12248.249893
531.71,127,12249.295638
587.35,87,12250.06303
577.44,81,12250.787207
593.04,81,12251.521595
574.46,89,12252.396233
587.45,86,12253.14838
575.04,92,12253.969328
574.93,94,12254.775875
566.12,85,12255.488767
589.49,82,12256.219912
583.92,112,12257.131377
538.85,87,12257.902082
585.4,91,12258.67549
596.06,81,12259.389978
582.35,74,12260.062487
620.22,79,12260.7789
579.76,91,12261.568199
575.78,79,12262.268943
565.5,96,12267.773458
583.96,70,12268.410794
566.85,83,12269.146286
583.97,86,12269.878036
576.95,91,12270.666167
589.5,75,12271.365604
582.21,84,12272.094031
569.01,89,12272.890078
592.67,83,12273.640842
602.71,87,12274.406267
588.84,76,12275.105633
591.38,78,12275.80619
593.85,79,12276.507143
585.03,84,12277.224832
582.28,82,12277.944707
573.9,78,12278.64782
587.71,75,12279.386846
610.64,87,12280.143669
577.75,95,12280.978682
590.77,78,12281.682435
591.67,77,12282.34028
588.84,74,12283.013953
595.29,77,12283.710246
592.03,77,12284.400117
574.38,105,12285.299777
580.3,96,12290.790916
596.79,74,12291.477372
589.35,103,12292.382099
584.72,82,12293.106432
599.74,78,12293.827355
527.9,130,12294.899212
584.45,80,12295.614104
560.32,107,12296.500048
553.13,79,12297.198696
428.72,245,12299.119979
596.2,79,12299.840553
587.19,83,12300.562447
584.85,84,12301.300152
569.46,82,12302.012013
579.47,77,12302.688305
587.19,73,12303.361003
576.87,94,12304.170962
578.8,90,12304.978671
589.52,75,12305.646405
578.18,87,12306.432003
585.23,84,12307.158691
589.05,70,12307.866464
586.79,81,12313.336405
477.16,123,12314.388415
598.4,79,12315.107371
589.88,71,12315.753046
581.8,78,12316.445996
589.06,79,12317.160965
586.69,80,12317.888205
584.14,84,12318.6263
585.78,74,12319.307243
594.03,71,12319.965797
587.04,80,12320.676695
580.87,85,12321.437742
615.17,79,12322.13979
593.23,79,12322.831914
593.22,80,12323.536498
589.18,80,12324.254341
501.77,135,12325.371747
542.22,127,12326.458417
577.62,78,12327.150873
622.15,84,12327.895692
596.48,81,12328.613212
584.21,80,12329.341261
570.72,88,12330.118803
587.63,73,12330.788356
593.4,85,12336.269095
579.48,98,12337.129445
571.94,93,12337.912234
588.01,67,12338.541846
569.95,91,12339.347538
615.93,78,12340.135981
585.33,86,12340.895321
504.59,102,12341.766221
579.69,81,12342.488425
580.76,84,12343.244132
591.08,73,12343.914106
588.12,90,12344.689975
593.59,75,12345.376817
581.35,73,12346.021878
593.53,81,12346.747269
607.47,81,12347.458869
593.86,78,12348.161404
632.95,80,12348.870057
588.23,78,12349.553213
581.6,77,12350.242495
595.53,74,12350.90864
591.71,78,12351.698045
589.92,77,12352.403769
581.46,90,12353.206203
594.91,79,12353.90655
580.99,70,12359.301564
592.06,81,12360.027349
594.85,71,12360.685576
591.19,81,12361.475535
590.6,81,12362.189057
587.35,74,12362.862164
516.37,111,12363.773643
616.96,83,12364.520584
583.18,75,12365.182097
600.64,76,12366.011067
586.24,83,12366.742648
564.14,98,12367.570396
550.59,90,12368.353293
589.82,84,12369.069921
618.6,81,12369.769897
590.67,74,12370.44225
588.1,74,12371.101694
588.9,70,12371.723126
555.12,77,12372.418335
585.03,80,12373.137085
580.93,79,12373.853904
593.3,81,12374.576311
578.73,86,12375.349687
591.1,77,12376.035795
581.44,90,12376.829212
598.73,71,12377.481467
576.61,91,12383.014538
587.57,83,12383.760077
603.84,95,12384.581438
553.39,104,12385.474765
606.89,92,12386.252754
580.56,77,12386.927033
595.62,80,12387.636893
582.98,86,12388.408117
592.31,82,12389.132876
605.47,79,12389.818415
583.45,86,12390.565865
588.38,76,12391.23269
584.34,77,12391.92065
582.67,78,12392.797234
598.48,79,12393.513708
620.0,74,12394.189824
579.2,87,12394.969007
585.67,72,12395.615373
635.43,82,12396.364892
573.18,91,12397.227656
585.5,87,12397.979207
583.36,85,12398.742854
579.21,69,12399.356385
574.23,68,12399.987059
577.91,93,12405.509201
596.16,83,12406.231806
581.8,74,12406.893064
577.78,67,12407.525736
583.92,89,12408.304552
582.66,90,12409.093385
590.3,75,12409.753585
584.37,86,12410.521321
593.12,78,12411.293947
604.92,90,12412.072583
570.29,73,12412.721754
607.03,90,12413.505565
595.55,74,12414.185848
604.44,89,12414.963182
612.26,81,12415.759079
554.55,110,12416.704036
593.44,82,12417.444832
598.77,70,12418.067625
586.66,76,12418.823593
591.68,86,12419.596729
598.76,65,12420.264961
597.01,75,12420.960233
598.17,74,12421.648603
592.91,81,12422.37298
583.08,80,12423.086865
601.1,72,12423.745033
625.43,84,12429.197248
595.91,80,12429.901993
598.61,76,12430.591726
585.72,92,12431.351573
589.28,78,12432.056047
612.8,85,12432.814544
597.92,68,12433.513383
599.53,93,12434.329396
576.05,88,12435.11068
580.29,78,12435.814063
588.51,90,12436.604397
595.68,69,12437.246404
615.61,87,12438.037278
613.69,81,12438.7598
592.78,96,12439.604525
578.09,77,12440.300377
588.06,79,12441.015399
592.17,83,12441.757152
584.63,83,12442.509923
598.93,75,12443.201025
587.16,84,12443.964802
581.78,90,12444.743569
591.01,81,12445.51818
584.75,87,12446.266756
603.57,86,12447.036245
593.54,80,12452.387288
582.58,87,12453.157135
627.34,81,12453.872314
582.4,80,12454.598088
589.44,83,12455.324265
591.53,77,12456.03177
587.91,77,12456.777874
592.61,79,12457.500859
596.53,71,12458.140905
543.92,76,12458.819999
579.64,105,12459.730707
595.47,90,12460.519297
593.17,81,12461.266488
604.48,94,12462.080492
592.69,99,12462.94826
592.3,74,12463.619852
581.59,81,12464.319311
594.35,85,12465.064926
595.14,81,12465.778722
566.59,106,12466.6721
574.89,88,12467.448183
597.7,73,12468.081402
587.35,74,12468.751557
588.34,80,12469.55413
582.82,91,12475.102349
610.55,97,12475.951838
602.18,76,12476.720849
621.09,79,12477.440648
592.1,78,12478.131645
594.96,104,12479.091189
629.03,83,12479.829546
597.95,79,12480.523032
599.88,87,12481.276167
585.35,80,12481.997958
596.0,92,12482.79177
587.92,84,12483.61358
597.12,80,12484.326756
574.54,80,12485.050974
595.79,79,12485.785496
606.15,85,12486.519223
572.73,95,12487.339904
593.38,81,12488.080332
586.66,79,12488.774773
580.17,76,12489.465006
603.55,91,12490.283983
602.38,77,12490.963448
595.27,72,12491.61881
584.29,85,12492.375971
588.31,79,12493.082801
592.6,86,12498.58012
586.41,81,12499.28069
580.77,77,12499.969257
592.94,81,12500.678054
602.4,76,12501.42614
587.01,90,12502.219564
618.29,81,12502.946189
579.13,79,12503.722046
594.9,72,12504.395176
589.43,76,12505.092098
635.33,79,12505.802969
617.07,78,12506.586255
581.4,94,12507.393967
589.47,90,12508.164931
578.7,97,12509.004687
604.84,84,12509.751753
601.74,78,12510.442364
582.75,89,12511.206978
584.55,93,12511.991238
613.45,81,12512.707693
564.96,86,12513.4436
588.89,86,12514.19276
585.51,84,12514.965616
587.7,76,12515.63817
544.96,144,12521.582617
612.77,84,12522.310461
589.31,75,12522.97489
599.82,71,12523.62476
584.63,81,12524.35163
610.07,85,12525.095861
578.56,97,12525.930539
587.38,84,12526.670948
577.72,85,12527.441029
572.79,83,12528.16899
596.0,74,12528.84612
606.57,89,12529.630127
611.12,80,12530.327428
593.6,71,12531.055304
595.3,73,12531.71867
608.8,86,12532.476099
582.9,71,12533.100183
625.6,84,12533.834267
586.15,74,12534.521534
597.9,80,12535.221275
593.77,62,12535.80615
596.46,77,12536.506205
575.98,79,12537.210126
599.69,72,12537.881059
581.22,81,12538.611549
581.45,73,12544.001478
589.57,83,12544.73793
592.76,74,12545.375379
605.11,88,12546.138953
588.67,85,12546.868507
587.06,78,12547.572489
568.39,78,12548.251522
590.67,87,12548.999313
625.7,84,12549.73747
584.34,86,12550.476981
595.41,77,12551.174456
618.5,75,12551.842976
570.77,100,12552.7
595.62,76,12553.383034
604.65,86,12554.128013
593.35,82,12554.84454
591.73,76,12555.550547
563.87,98,12556.399888
596.53,73,12557.139439
616.33,84,12557.893497
583.02,83,12558.644221
596.35,79,12559.389054
589.85,74,12560.138164
576.42,90,12560.954076
591.57,84,12561.841074
594.24,77,12567.949906
603.71,92,12568.781185
611.85,83,12569.546442
612.16,86,12570.386953
591.56,84,12571.19332
583.98,76,12571.875735
610.05,84,12572.626726
593.17,79,12573.337638
602.57,98,12574.165284
582.72,89,12574.945388
594.62,96,12575.773859
581.54,87,12576.541342
597.94,70,12577.205075
586.32,85,12577.955887
584.27,87,12578.744064
619.07,84,12579.495473
624.88,73,12580.168061
594.55,84,12580.928197
590.47,84,12581.677203
597.34,83,12582.43144
596.64,70,12583.083887
577.59,78,12583.857803
587.05,72,12584.585616
601.86,72,12585.251099
613.41,82,12585.996171
595.85,90,12591.846439
613.29,98,12592.731511
614.43,76,12593.524392
582.5,77,12594.232256
580.3,107,12595.158428
586.29,94,12595.982905
604.29,92,12596.771979
582.79,89,12597.543829
611.07,89,12598.34195
580.06,89,12599.103834
584.79,87,12599.879056
540.08,101,12600.754093
598.2,94,12601.550844
592.71,84,12602.330618
590.18,85,12603.065196
588.06,86,12603.81126
585.72,91,12604.589648
569.96,97,12605.42522
539.42,133,12606.53588
578.49,84,12607.27482
572.73,99,12608.119468
622.57,93,12608.921719
578.61,92,12614.488673
-291.27,979,12621.719322
-112.61,815,12627.749137
389.46,310,12634.886975
573.56,98,12635.818519
569.08,107,12636.716917
572.24,93,12637.488789
578.55,95,12638.282573
537.69,146,12639.488933
577.58,133,12640.544691
-161.77,836,12646.767165
587.79,86,12647.522359
569.68,98,12648.358772
558.24,119,12649.344907
577.94,90,12650.116723
581.18,92,12655.659667
579.96,93,12656.453162
584.92,86,12657.210238
559.01,105,12658.103058
613.45,94,12658.911834
503.34,162,12660.209224
582.88,85,12660.920612
555.53,115,12661.8857
583.08,91,12662.674577
573.77,112,12663.582144
606.95,96,12664.413641
599.02,93,12665.212597
592.24,110,12666.147122
575.31,113,12667.10132
591.95,111,12668.034099
548.85,103,12668.906105
545.94,110,12669.822463
587.33,76,12670.505351
568.58,76,12671.184655
581.26,119,12672.26024
561.9,109,12677.942381
566.43,112,12678.873347
564.71,113,12679.819112
597.35,109,12680.712224
549.79,100,12681.549618
567.3,102,12682.408677
596.39,105,12683.294556
587.7,89,12684.087471
597.7,102,12684.943882
577.57,99,12685.79319
581.27,91,12686.592131
573.79,105,12687.483089
587.33,80,12688.21446
567.98,101,12689.069896
543.1,120,12690.10891
611.0,104,12690.99811
577.18,90,12691.778443
577.38,96,12692.634137
573.01,99,12693.499597
573.24,87,12694.279306
590.9,105,12695.154968
527.21,116,12700.8895
609.66,97,12701.736099
533.47,143,12702.9098
594.27,77,12703.609755
591.58,86,12704.394531
566.34,138,12705.529083
601.5,93,12706.346415
585.07,98,12707.208417
531.75,137,12708.458025
563.35,105,12709.352514
597.06,107,12710.298691
571.5,107,12711.233279
596.64,96,12712.07698
608.16,90,12712.879986
575.55,91,12713.667604
613.89,91,12714.491113
584.41,91,12715.292496
563.11,106,12716.188069
627.96,87,12716.97515
601.35,102,12722.537261
573.59,92,12723.349638
595.51,99,12724.218601
580.3,82,12724.949525
568.78,110,12725.901523
591.37,82,12726.644144
590.1,95,12727.473671
579.44,93,12728.298264
606.7,97,12729.162866
611.06,87,12729.954418
580.53,98,12730.831146
589.95,88,12731.614402
567.72,103,12732.495586
593.57,95,12733.341631
586.32,87,12734.105347
604.08,88,12734.886276
541.66,97,12735.724604
590.6,83,12736.48054
622.95,90,12737.354235
583.12,86,12738.215492
572.71,94,12739.047451
599.22,108,12739.976455
581.99,80,12740.704006
596.98,90,12746.379181
600.71,89,12747.193555
578.94,92,12747.989404
601.96,103,12748.897477
585.31,89,12749.714444
598.09,78,12750.441376
533.32,96,12751.30983
604.26,94,12752.151525
583.22,89,12752.95268
594.56,81,12753.692999
579.31,97,12754.557657
592.47,81,12755.272333
584.99,91,12756.069388
572.92,99,12756.952497
556.47,113,12757.945708
599.71,95,12758.801138
600.58,105,12759.728373
558.9,119,12760.765474
585.17,104,12761.676712
578.21,94,12762.539511
566.89,91,12763.322967
605.75,91,12768.977812
618.92,95,12769.883099
553.19,88,12770.680889
609.39,77,12771.384636
586.4,92,12772.265382
589.66,99,12773.125032
620.64,91,12773.946256
586.95,88,12774.727401
597.77,98,12775.602237
612.53,90,12776.400123
574.31,100,12777.311044
625.03,83,12778.196623
522.85,139,12779.490328
586.22,87,12780.303622
611.26,95,12781.178069
555.5,106,12782.147447
610.21,90,12783.051807
573.04,90,12783.899178
581.25,95,12784.799118
584.55,91,12785.691499
580.52,108,12786.745477
595.31,75,12787.619639
621.98,92,12795.379328
587.42,87,12796.327784
584.49,89,12797.465989
565.8,97,12798.852168
584.42,87,12800.084214
602.15,94,12801.416823
626.95,80,12802.505053
623.82,80,12803.688499
577.93,90,12804.939956
596.28,72,12805.909642
579.18,94,12807.159784
591.13,74,12808.242491
572.17,94,12809.461232
578.24,90,12810.5993
572.15,85,12811.667337
574.83,81,12812.647559
564.93,97,12813.77964
585.69,96,12815.131701
581.24,84,12816.328915
567.39,85,12817.474745
581.37,93,12818.630849
565.5,101,12819.906991
548.72,121,12821.463271
582.22,86,12829.16976
591.01,84,12830.379557
589.52,84,12831.536002
619.73,91,12832.769643
563.67,111,12834.162605
589.08,77,12835.315066
589.4,101,12836.717059
592.77,85,12837.887098
587.45,84,12839.086641
570.29,93,12839.922832
619.07,75,12840.617471
599.22,78,12841.316838
616.72,82,12842.082578
562.04,93,12842.926062
588.27,83,12843.710081
567.97,88,12844.514581
582.35,93,12845.347412
608.94,94,12846.181995
591.66,80,12846.918079
600.04,87,12847.784106
619.06,78,12848.490829
604.81,75,12849.193931
588.59,84,12849.971243
588.47,84,12850.734851
623.01,85,12856.438893
612.58,78,12857.156909
594.87,82,12857.926954
612.95,83,12858.672497
620.18,101,12859.581251
602.2,74,12860.26678
595.45,73,12860.954657
588.44,87,12861.761852
565.29,106,12862.71215
607.0,85,12863.460593
592.57,83,12864.222994
615.98,83,12864.981012
618.21,82,12865.715307
577.06,92,12866.554485
582.14,88,12867.342669
599.78,72,12867.99834
624.07,84,12868.753534
619.95,88,12869.544505
588.83,87,12870.324055
588.95,104,12871.255622
583.6,82,12871.987973
585.75,87,12872.74882
614.07,91,12873.575201
592.88,73,12874.235095
591.26,86,12879.80375
584.67,90,12880.672848
627.94,83,12881.433378
594.18,97,12882.292464
562.84,109,12883.207143
572.82,94,12884.049809
591.99,78,12884.776541
574.19,112,12885.74271
578.28,93,12886.559908
626.58,83,12887.334474
570.06,97,12888.218644
579.34,92,12889.045551
609.47,79,12889.771508
590.76,86,12890.571254
622.55,77,12891.296109
593.0,74,12891.969577
597.68,79,12892.703336
585.18,87,12893.473415
634.16,84,12894.214324
592.72,81,12894.959641
610.55,93,12895.770822
584.39,90,12896.588097
621.98,88,12897.370647
618.3,85,12902.957168
591.12,88,12903.71151
611.74,96,12904.549942
594.72,78,12905.268945
616.51,102,12906.148401
622.22,95,12906.963058
606.75,97,12907.866699
564.05,106,12908.791886
618.73,85,12909.627914
586.81,85,12910.389211
608.57,87,12911.171191
617.18,90,12911.968489
616.24,84,12912.764397
624.92,91,12913.539943
634.41,73,12914.209941
614.11,84,12914.967314
633.31,80,12915.680768
597.21,77,12916.379691
622.3,75,12917.118159
577.77,107,12918.06101
582.0,74,12918.731735
578.39,90,12919.527187
622.99,94,12920.359372
597.7,97,12926.145985
597.6,76,12926.852094
622.02,85,12927.629727
592.95,81,12928.384819
593.6,83,12929.157175
615.84,95,12929.999448
619.8,90,12930.881046
615.65,86,12931.650661
640.95,82,12932.374567
622.59,84,12933.118185
568.72,104,12934.033915
543.11,87,12934.801356
624.3,82,12935.628543
596.71,93,12936.526547
585.98,85,12937.31685
577.18,93,12938.148717
607.84,92,12938.989272
589.13,82,12939.786667
625.76,82,12940.49006
626.43,81,12941.23852
602.31,74,12941.912002
586.5,83,12942.66173
633.43,79,12943.397149
611.66,77,12944.110953
620.54,79,12949.783148
624.16,79,12950.490263
613.54,94,12951.320752
633.3,78,12952.02498
618.71,81,12952.76466
613.53,84,12953.518436
571.27,93,12954.415781
619.12,79,12955.127204
607.49,89,12955.936634
610.63,83,12956.669496
588.51,90,12957.461535
574.33,96,12958.305824
627.55,82,12959.061188
598.98,76,12959.741315
603.64,93,12960.541828
623.94,78,12961.238654
611.84,88,12962.0074
592.02,82,12962.86485
608.96,78,12963.638294
593.07,85,12964.395887
599.49,78,12965.118206
625.25,84,12965.884559
608.98,89,12966.700273
600.47,75,12967.392025
593.99,81,12972.909398
599.47,76,12973.596511
625.22,82,12974.309708
594.82,84,12975.055259
612.16,91,12975.873519
580.26,87,12976.631158
618.65,93,12977.529873
602.8,92,12978.322156
614.82,93,12979.109019
625.81,89,12979.89241
624.23,81,12980.611344
603.58,93,12981.50033
610.9,81,12982.231029
600.65,75,12982.928098
582.7,105,12983.862551
621.62,78,12984.56968
630.04,86,12985.358695
609.71,87,12986.205188
606.53,81,12986.919548
589.21,84,12987.683391
601.02,84,12988.416275
558.55,102,12989.313067
593.58,83,12990.044426
588.12,96,12990.89029
618.1,102,12996.603936
578.63,89,12997.372389
601.15,74,12998.034465
637.45,79,12998.737737
623.43,89,12999.524263
603.22,74,13000.202846
578.66,89,13001.000317
624.34,81,13001.692183
601.1,104,13002.571575
580.64,88,13003.337188
604.85,87,13004.117313
575.37,99,13004.967168
602.99,75,13005.648707
607.2,87,13006.387883
595.62,94,13007.216595
612.18,88,13007.963342
616.66,90,13008.770149
580.7,96,13009.590604
634.5,81,13010.317125
622.12,85,13011.047299
618.52,81,13011.755244
606.79,88,13012.534985
628.16,80,13013.263134
598.06,79,13013.988081
594.65,77,13019.54487
591.22,85,13020.31959
616.56,76,13021.006516
625.35,83,13021.751178
628.13,75,13022.453843
600.22,102,13023.313794
603.77,93,13024.246465
595.3,102,13025.137296
613.42,93,13025.950946
571.17,97,13026.831842
580.39,89,13027.632928
562.72,130,13028.728431
577.28,91,13029.543652
608.96,79,13030.262994
622.23,85,13031.024105
600.76,92,13031.830911
591.95,78,13032.538548
620.71,83,13033.287677
625.81,88,13034.073061
621.58,88,13034.859002
622.22,80,13035.602584
625.07,83,13036.337943
624.48,83,13037.079887
627.84,82,13042.606414
616.83,85,13043.556201
588.87,87,13044.29196
588.55,87,13045.177911
592.89,82,13045.932682
582.4,96,13046.805539
593.75,96,13047.615287
589.76,87,13048.453618
588.87,110,13049.375128
589.4,89,13050.154176
588.16,88,13050.922126
596.81,85,13051.679338
612.66,94,13052.494169
597.99,114,13053.609749
583.06,86,13054.37377
620.84,84,13055.112416
587.72,86,13055.860418
618.07,89,13056.640479
620.8,84,13057.369849
608.58,92,13058.168359
620.45,94,13059.019866
608.14,107,13059.929374
623.18,98,13066.93884
568.02,90,13068.238747
595.0,94,13069.537826
462.71,158,13071.684707
614.62,83,13072.886626
565.47,110,13074.427224
594.95,82,13075.623986
618.48,79,13076.805491
594.26,81,13077.919778
584.45,89,13079.190703
622.72,86,13080.43038
621.65,85,13081.495814
603.94,92,13082.641447
619.3,81,13083.687016
584.06,83,13084.69822
592.41,98,13085.951435
616.62,86,13086.935165
624.86,86,13088.045494
573.84,108,13089.275924
603.02,104,13090.543256
579.82,94,13091.635018
606.65,90,13092.882381
591.48,76,13100.50598
614.88,94,13101.885319
607.82,91,13103.18388
590.84,84,13104.270346
592.39,77,13105.351316
603.63,101,13106.7032
597.65,96,13107.869743
595.57,79,13108.870274
617.4,90,13110.038525
581.42,77,13111.208737
600.97,77,13112.225793
589.9,99,13113.697783
583.25,79,13115.040032
600.89,94,13116.318485
595.93,74,13117.003546
626.95,81,13117.723387
617.66,92,13118.540923
609.4,84,13119.294583
584.0,83,13120.041406
599.19,77,13120.76094
594.71,77,13121.486222
589.9,83,13122.225456
601.7,93,13123.057651
597.25,81,13123.798001
616.89,85,13129.339482
620.22,92,13130.132951
604.8,104,13131.054557
596.66,103,13131.915009
617.64,95,13132.805041
599.26,78,13133.510381
619.92,88,13134.276368
617.68,85,13135.044223
633.43,84,13135.774096
596.66,100,13136.653876
588.3,84,13137.392551
616.3,102,13138.287875
621.07,93,13139.120451
621.43,91,13139.927831
600.26,77,13140.642157
583.99,81,13141.359341
583.38,78,13142.070507
590.14,82,13142.832787
634.28,77,13143.515765
608.72,100,13144.400072
571.02,83,13145.151207
612.66,89,13145.910041
579.18,92,13146.738683
625.3,87,13152.349132
542.83,120,13153.357019
616.91,89,13154.173917
606.45,88,13154.953895
511.38,118,13155.963982
582.95,110,13156.900452
570.59,99,13157.7762
638.22,79,13158.485554
632.98,74,13159.162506
615.34,89,13159.960591
599.51,98,13160.822762
620.78,88,13161.674105
591.25,82,13162.423947
588.53,87,13163.17842
601.08,91,13163.965501
620.19,83,13164.704481
610.65,97,13165.519497
627.6,83,13166.253577
581.49,95,13167.072944
562.07,94,13167.901387
625.39,82,13168.641683
600.28,75,13169.269855
609.66,82,13170.040737
609.69,96,13175.635015
630.25,81,13176.360294
598.33,100,13177.232596
611.0,96,13178.069094
621.6,85,13178.819439
600.03,76,13179.49871
606.43,67,13180.124953
619.22,88,13180.87586
604.33,92,13181.693438
539.96,103,13182.605452
555.99,91,13183.402718
626.82,81,13184.113317
632.66,77,13184.834315
586.65,83,13185.560361
580.46,114,13186.559027
626.67,86,13187.327549
625.76,87,13188.099932
617.81,83,13188.862402
550.81,118,13189.916116
616.17,83,13190.670746
602.61,106,13191.559515
623.85,81,13192.28774
629.21,81,13192.996635
613.57,87,13198.568496
584.87,87,13199.341841
634.35,85,13200.084575
582.24,88,13200.85055
602.22,99,13201.700017
623.43,89,13202.493517
612.47,91,13203.306491
625.15,82,13204.020726
618.09,80,13204.752046
625.57,91,13205.593054
608.84,106,13206.502456
608.06,96,13207.328653
572.64,102,13208.210214
614.34,100,13209.036996
615.78,84,13209.799726
626.35,90,13210.611575
627.9,87,13211.396363
633.14,83,13212.144359
628.88,82,13212.860543
603.72,93,13213.669602
576.79,85,13214.400408
624.43,87,13215.165917
622.79,85,13215.927315
643.68,76,13221.460471
595.13,81,13222.187914
625.16,98,13223.096426
593.28,75,13223.764082
604.48,106,13224.66085
565.79,98,13225.497787
629.37,80,13226.241645
615.84,94,13227.069789
619.81,90,13227.882652
632.84,82,13228.623604
616.58,93,13229.445689
629.95,88,13230.21924
639.58,80,13230.915676
510.41,115,13231.885856
572.49,92,13232.647478
541.57,120,13233.693015
624.1,91,13234.475123
619.22,78,13235.164207
578.17,88,13235.930469
610.1,100,13236.799882
631.16,87,13237.571628
619.49,87,13238.335026
613.07,91,13243.963493
622.11,86,13244.732819
619.65,97,13245.574674
630.94,86,13246.340348
618.27,76,13247.027485
600.96,85,13247.78146
584.21,89,13248.539873
629.7,85,13249.290947
628.7,87,13250.07376
576.79,96,13250.981373
604.02,107,13251.887361
610.08,89,13252.643014
622.41,93,13253.453218
602.42,105,13254.359895
630.95,87,13255.115794
574.18,102,13255.982881
622.37,87,13256.819356
585.03,86,13257.551274
614.37,95,13258.423276
592.14,83,13259.164162
634.84,85,13259.921168
638.34,80,13260.638142
554.16,134,13266.596715
625.39,84,13267.341226
615.89,89,13268.108467
627.22,85,13268.87915
611.95,101,13269.743516
616.68,98,13270.597765
615.13,81,13271.277142
612.7,89,13272.073908
617.26,83,13272.807164
573.17,90,13273.603583
627.57,93,13274.484845
596.98,81,13275.188149
624.22,88,13275.965357
618.04,83,13276.702959
631.68,78,13277.388975
591.03,78,13278.098476
610.81,88,13278.97716
615.49,85,13279.770652
627.51,84,13280.512764
639.37,75,13281.17606
634.1,81,13281.906237
603.15,96,13282.747522
633.22,79,13283.533876
616.96,94,13284.33362
617.68,92,13289.951667
621.87,86,13290.729367
605.06,92,13291.543951
618.7,93,13292.341519
635.84,84,13293.16024
614.73,89,13293.953676
596.11,107,13294.829167
594.4,103,13295.705508
586.76,91,13296.507518
579.62,117,13297.542135
567.17,94,13298.35661
630.68,79,13299.059077
614.09,82,13299.797386
622.1,86,13300.56272
613.64,99,13301.424347
597.12,114,13302.403187
623.49,82,13303.128174
622.26,94,13303.945114
618.4,87,13304.704574
629.95,93,13305.521309
610.68,89,13306.312375
618.26,93,13307.120814
571.01,101,13312.825643
631.77,85,13313.559455
592.62,87,13314.310522
629.26,87,13315.072999
624.58,90,13315.864551
599.99,112,13316.828014
624.64,97,13317.678226
625.77,86,13318.448858
627.26,85,13319.275517
614.18,99,13320.122859
613.71,101,13320.985205
609.95,93,13321.823387
613.37,91,13322.585884
611.18,94,13323.44364
610.56,96,13324.246967
